,Drug,Correlation,P-value,CCLE_model_state,State_description,Salient_representative_genes
1342,navitoclax:birinapant,0.38631626851761725,0.1256013175283146,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1343,ISOX:bortezomib,-0.46060925039854755,0.07257541387653471,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1344,selumetinib:GDC-0941,-0.12128889415166995,0.6428527601466242,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1345,selumetinib:tretinoin,0.13580564466574654,0.6032665033705058,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1346,selumetinib:vorinostat,-0.06370322206546969,0.8080869877506911,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1347,selumetinib:JQ-1,0.05896134650792462,0.822149373656837,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1348,selumetinib:BRD-A02303741,0.12583567581968857,0.6188129146118153,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1349,tretinoin:navitoclax,0.15332476093914185,0.556859130595937,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1350,decitabine:navitoclax,0.2678289896223588,0.29865716808037346,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1351,tretinoin:carboplatin,-0.006890472542917449,0.9783519145140975,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1352,necrostatin-7,-0.191323505991758,0.4469498594395205,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1353,PYR-41,0.17428560100193555,0.5034878150116247,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1354,I-BET151,-0.44696760414633935,0.06293421412945953,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1355,lomeguatrib,0.2160856779544141,0.40485060046134824,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1356,PF-184,-0.05516279607490791,0.827897471436968,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1357,tanespimycin:gemcitabine,-0.166976598103298,0.5078192492450891,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1358,docetaxel:tanespimycin,-0.08474659942155663,0.7381237095312299,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1359,selumetinib:MK-2206,-0.07909448484576798,0.7628444730692523,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1360,navitoclax:PLX-4032,0.15698174462448358,0.5338897599437351,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1361,selumetinib:piperlongumine,0.0146628594001858,0.9539510821939492,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1362,tanespimycin:bortezomib,-0.4330153785450674,0.10690512864256048,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1363,navitoclax:MST-312,0.09144743312412251,0.7181871210886219,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1364,carboplatin:etoposide,0.20069324578816294,0.42457118761797946,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1365,piperlongumine:MST-312,-0.12361094243287067,0.6737482012432808,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1366,navitoclax:gemcitabine,0.01137197645940255,0.9642790078512248,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1367,JW-480,0.10316789212266232,0.7144531018655509,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1368,BMS-195614,0.08996451165934764,0.7313151370265194,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1369,BAM7,-0.5550427908004871,0.02073694580583577,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1370,BRD-K35604418,-0.11875378256727458,0.638836730082877,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1371,SB-743921,-0.023078320676659356,0.9299422849951178,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1372,I-BET-762,-0.3717029196306852,0.12880918225286647,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1373,navitoclax:pluripotin,0.1538045872988976,0.5423026686471886,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1374,JQ-1:carboplatin,-0.37398347875211463,0.15358259465807678,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1375,selumetinib:navitoclax,0.1095889248154828,0.6754393009162774,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1376,selumetinib:decitabine,0.28318956787464095,0.3064159834760903,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1377,decitabine:carboplatin,0.14343106023779575,0.5828757100776977,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1378,SNX-2112:bortezomib,-0.013314737747665492,0.9581811980915295,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1379,JQ-1:navitoclax,-0.20280713754050192,0.4196055854155771,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1380,JQ-1:MK-0752,-0.24378107602383575,0.34572832671727,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1381,BRD-A02303741:navitoclax,0.12352704052519453,0.6609514813522877,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1382,salermide:PLX-4032,-0.09248601118105287,0.7333548360231477,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1383,UNC0638:navitoclax,-0.003211715005951151,0.9902393199339328,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1384,BRD-A02303741:carboplatin,0.17115024789679878,0.49711457857571917,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1385,doxorubicin:navitoclax,-0.03920780061681697,0.8853712269706726,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1386,selumetinib:UNC0638,0.14045790542770276,0.6038713480500515,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1387,alisertib:navitoclax,0.05717473601225016,0.8217140865880328,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1388,navitoclax:sorafenib,-0.10749341813793058,0.6919230927844866,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1389,navitoclax:piperlongumine,0.18423184884999985,0.4945862424565152,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1390,SMER-3,-0.19838024369573237,0.4784725523845515,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1391,NVP-ADW742,-0.0310715052207528,0.9124689726736837,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1392,clofarabine,0.11999206182911627,0.6353178481271706,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1393,vorinostat:navitoclax,-0.18992272752520067,0.46532222116567595,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1394,SAR-245409,0.12110986768557785,0.6321476912805855,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1395,AZD1480,0.31385878431967235,0.4108000246055487,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1396,ML258,-0.10117546679620146,0.689552509824025,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1397,SR1001,-0.05804869897726549,0.8190311873550487,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1398,bardoxolone methyl,-0.3718408624124713,0.15614134116315503,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1399,elocalcitol,-0.31990333999783743,0.2648526346539084,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1400,BMS-270394,-0.36339959219234924,0.13825568487163983,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1401,fluvastatin,0.02757972356224634,0.9222764585668944,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1402,AZD4547,-0.32335354022333185,0.19057414908934606,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1403,hyperforin,-0.33615616918862634,0.1870952878623441,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1404,NVP-231,-0.2635751473470473,0.2905997387897743,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1405,MK-0752,-0.268123483741152,0.29810576991465026,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1406,semagacestat,0.1548263723056579,0.5395905527819234,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1407,BRD-A05715709,-0.28340349260452313,0.4599143889375556,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1408,bosutinib,0.34974198682433544,0.15482239542544374,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1409,temsirolimus,-0.26173659541140426,0.4963037291779827,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1410,docetaxel,0.7444834444861845,0.02139879706904719,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1411,nelarabine,0.09339230351003036,0.7308318319851915,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1412,rigosertib,-0.027621481397376295,0.9191202297801051,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1413,AT7867,-0.13337906809123123,0.6224021917966076,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1414,PD-318088,0.07253150499351889,0.7748707033601931,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1415,KU-60019,-0.06486960468938605,0.7981601224998498,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1416,doramapimod,-0.24201873700045695,0.36648478637305365,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1417,KW-2449,-0.11006408527619466,0.674104746103855,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1418,RAF265,0.07271925981930007,0.8317347180620889,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1419,CX-4945,-0.045631966460955374,0.8619409377144478,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1420,BRD-K03911514,0.18026315089045403,0.6692572334024558,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1421,cyt387,0.044752502466923264,0.8645784799831824,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1422,idelalisib,0.5425139695661962,0.024446529967557185,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1423,WP1130,-0.15032110990389813,0.5515946470570601,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1424,OSI-027,-0.028797366438296158,0.9096909132095081,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1425,NVP-BSK805,-0.03965582188358115,0.8798894097640065,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1426,erlotinib:PLX-4032,0.26028806358313905,0.34879669714390255,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1427,PIK-93,-0.5251473912123921,0.036723190702154115,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1428,AZD7762,0.25228475597984895,0.3125092208788355,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1429,birinapant,0.330711445510078,0.18010023342876813,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1430,KX2-391,0.020981021811510944,0.938524829873443,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1431,3-Cl-AHPC,-0.17857612392632594,0.4783408664876705,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1432,BRD-K27188169,0.337480657647983,0.37444386014593906,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1433,KHS-101,-0.2993347064368931,0.22754416378101144,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1434,WAY-362450,0.021288765639905824,0.9353636365150898,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1435,JQ-1:vorinostat,-0.21449845723256156,0.42501764904215145,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1436,cabozantinib,-0.12992437247692848,0.6191863580775532,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1437,crizotinib:PLX-4032,0.0002492145035600038,0.9992691493542691,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1438,BRD-M00053801,-0.4258258311816956,0.19161173828235492,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1439,KPT-185,0.3106376566889366,0.32573959449238643,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1440,pitstop2,-0.026512314472253846,0.9420450602348833,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1441,R-428,0.24529943136163188,0.5246640427583886,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1442,ibrutinib,-0.19756046571016997,0.5603777212912048,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1443,sotrastaurin,-0.41728551747190734,0.201636771301346,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1444,A-804598,0.12260173197329025,0.7042504310364888,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1445,BRD-K27188169:navitoclax,0.05718120294839863,0.8838283443872796,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1446,COL-3,-0.08144229079943623,0.8013375770654225,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1447,venetoclax,-0.12710731333201145,0.7445200757578304,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1448,ETP-46464,-0.29406558141586225,0.3535315764965603,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1449,marinopyrrole A,-0.18339074064177965,0.5683221910460451,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1450,methylstat,0.31620509311815814,0.3166795243270147,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1451,alpelisib,-0.311510331342441,0.35107622005631256,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1452,GSK2636771,0.3066109604933236,0.33237954511063317,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1453,JW-74,-0.17420209527807368,0.6302878853150786,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1454,necrosulfonamide,0.4798303370415576,0.1352778663616374,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1455,HBX-41108,-0.21051937715574412,0.5113431239657471,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1456,palmostatin B,0.5139268282213867,0.10584283709563147,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1457,BRD-K03536150,-0.3245230621601152,0.2037782158519934,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1458,BRD-K99006945,0.1981133329341537,0.6093752662535836,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1459,tivantinib,0.2847718314493693,0.45765568181109445,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1460,trametinib,0.15847121105108466,0.6838451388332406,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1461,RG4733,0.000306550235747569,0.9993755010367428,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1462,dinaciclib,0.5064035299417482,0.16418366839945286,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1463,MLN2480,0.15015218713255804,0.6998013611720625,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1464,BRD-K51831558,0.08508568535233908,0.8412326477945198,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1465,istradefylline,-0.5682834370970796,0.11038644219221057,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1466,MI-2,-0.6897286742082804,0.03979451690655162,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1467,alvocidib,0.5611146682858803,0.14788465507219423,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1468,CBB-1007,0.2465927845573954,0.5224097972082149,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1469,BRD-A86708339,0.3340356961333684,0.37964799896476886,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1470,PF-03758309,0.11591069724468951,0.7664964524814123,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1471,dabrafenib,0.08344087029440847,0.8309988136269936,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1472,SZ4TA2,0.22466057883270163,0.56114059568138,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1473,AT13387,0.010267451250456347,0.9790851575236842,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1474,BCL-LZH-4,-0.7279108328489602,0.026193433977197585,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1475,skepinone-L,-0.050915251578514197,0.8965001144519485,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1476,BRD-K34222889,0.14625557346575915,0.5625276172240545,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1477,PF-4800567,0.25911976735287673,0.5007762350206735,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1478,avicin D,-0.5291772786979333,0.17746257343560784,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1479,linsitinib,0.06955534095134293,0.797980234988547,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1480,AT-406,0.3869531789356725,0.30355909150185834,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1481,ML031,-0.5640979103377105,0.02284174885334381,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1482,CIL56,-0.1261456610429865,0.7464015489093931,F3,EGFR signaling & NF-kB signaling,"['AREG', 'TGFA', 'BTC', 'EPGN', 'EFEMP1', 'TNS4', 'GPR87', 'IL18', 'TNIP2', 'TNF', 'TNFAIP2']"
1483,FQI-1,0.06216822389403554,0.8737591256634122,F3,EGFR signaling & NF-kB signaling,"['AREG', 'TGFA', 'BTC', 'EPGN', 'EFEMP1', 'TNS4', 'GPR87', 'IL18', 'TNIP2', 'TNF', 'TNFAIP2']"
