Factor	ACH-000276	ACH-000856	ACH-000223	ACH-000643	ACH-000857	ACH-000196	ACH-000258	ACH-000691	ACH-000374	ACH-000148	ACH-001392	ACH-000668	ACH-001389	ACH-000111	ACH-000621	ACH-001394	ACH-000721	ACH-000768	ACH-000573	ACH-000910	ACH-000624	ACH-000699	ACH-001390	ACH-001388	ACH-000536	ACH-001819	ACH-000212	ACH-000849	ACH-000288	ACH-001391
F0	11.610072053416777	0.0	4.0020121627905105	4.467510919713623	2.8420999003485106	15.70904468206245	0.0	16.923620303249276	12.316971268805903	0.0	0.0	4.86334970496093	0.0	24.35384649486636	2.2730254355050477	0.750694826094516	0.0	0.0	3.5685409826771495	0.0	2.238540404277458	7.116500963392659	1.1181492081688689	0.0	0.0	0.0	0.0	3.2997607095574426	2.025203294077689	0.0
F1	4.032979342584283	0.9640787448777975	0.0	0.2423859082836543	0.9028539463860507	0.0	0.0	0.0	3.4738020452980014	16.21756223147714	0.0	0.0	15.835511820348563	0.5164052218919624	11.087696265774905	0.12778197659106028	9.338923353200864	0.0	14.202740693299178	0.0	0.0	12.70681783650391	2.2519896188732718	0.0	2.1154273367361305	0.0	3.495977782102276	0.842809916391522	14.404104218585493	12.658403733369497
F2	3.4291756799068907	5.462631243360392	0.8315220272182939	0.0	0.0	8.64370873778969	0.0	11.08943618335084	0.8680017907974484	0.0	18.793359217768675	3.208310916126587	0.0	0.0	0.0	2.4811874097013917	2.8662135295895848	0.0	0.0	26.7978869474856	0.0	0.0	3.6502041117488377	3.390343297399017	5.577368112686856	16.64947992719304	3.4482979234655535	0.35670669007925726	0.0	0.0
F3	7.874484199103859	0.0	13.926229378633282	13.741331536316473	15.951979842409454	0.0	1.0700246166053011	0.0	19.46052681007508	0.0	4.068952605908983	14.738308206960909	0.0	0.0	0.0	31.411400024166234	0.0	13.733970083230213	3.8114318914450847	0.0	13.14910095293562	4.641745226009723	28.448518060695974	22.04627428922219	0.0	2.2692510921222633	5.219215960423951	1.9431384526853828	0.0	11.011505373315698
F4	4.250988993398917	2.6703929811890657	1.1747072670086711	1.2531049791163618	2.555876739715603	0.0	33.188612878839876	0.03476735150539476	2.8028918464114425	0.0	0.0	2.388052572822059	0.0	2.2186154982887554	1.9524763796385525	3.813794703229602	0.0	0.0	0.0	1.6148553981804463	5.143362769546814	0.0	1.955607517547666	0.0	0.0	0.0	0.0	1.3322088703231283	0.0	0.0
F5	6.812175983135695	21.286282339233264	5.63194572754442	9.335921276226761	5.8893755766580895	0.0	0.0	0.0	0.6037898271051663	2.141516410481625	0.05796216464293705	0.919771304221244	0.19714447641392396	4.307557068097843	4.38326527805575	6.9559664953859075	1.396443553963109	21.587983777699566	3.5969367219145036	0.0	8.583402884872784	0.0	1.2584848159847482	0.0	0.0	1.3049976662216223	16.912131549815115	1.5148180786234668	5.757320325628399	0.0
F6	1.0383681843310366	0.0	11.650061315444173	7.460751822862343	9.246217005691099	1.1887669293223464	0.0	0.0	3.877471182163367	0.0	0.6924819347275161	11.090708799171534	0.0	0.0	0.0	0.5314747966006249	0.0	0.0	0.6821423422702814	0.0	8.121410749674222	0.0	0.0	0.0	15.845471206732258	1.615249148556356	0.0	17.83529048264247	0.0	0.0
